Population,Murder,Rape,Robbery,Aggravated Assault,Breaking & Entering,Larceny Theft,Motor Vehicle Theft,"Violent Crime Rate per 100,000 People"
680363.0,52.0,288.0,2445.0,2024.0,11342.0,27861.0,4722.0,706.8
764160.0,127.0,413.0,3984.0,3815.0,10352.0,28544.0,9477.0,1091.3
32174.0,0.0,4.0,33.0,149.0,274.0,877.0,70.0,578.1
120546.0,4.0,27.0,130.0,532.0,635.0,2801.0,365.0,574.9
19624.0,4.0,5.0,5.0,45.0,202.0,251.0,11.0,300.7
150339.0,6.0,24.0,153.0,296.0,809.0,2195.0,231.0,318.6
73599.0,4.0,17.0,46.0,232.0,685.0,1975.0,170.0,406.3
162578.0,5.0,64.0,127.0,393.0,304.0,2067.0,162.0,362.3
508071.0,24.0,93.0,753.0,2633.0,3107.0,13234.0,1441.0,689.5
79034.0,4.0,47.0,192.0,505.0,1156.0,3103.0,222.0,946.4
245356.0,7.0,34.0,107.0,448.0,591.0,2800.0,110.0,242.9
19856.0,0.0,3.0,8.0,47.0,140.0,211.0,29.0,292.1
719587.0,313.0,480.0,8665.0,8072.0,12841.0,39581.0,8856.0,2436.1
30124.0,1.0,3.0,21.0,159.0,272.0,640.0,37.0,610.8
573631.0,25.0,168.0,473.0,1382.0,1359.0,8445.0,688.0,357.0
103219.0,1.0,36.0,77.0,312.0,392.0,1925.0,89.0,412.7
241868.0,5.0,18.0,141.0,450.0,742.0,3234.0,150.0,253.9
1054933.0,26.0,319.0,737.0,805.0,1658.0,13449.0,828.0,178.9
671342.0,37.0,349.0,2295.0,2022.0,12325.0,26254.0,4044.0,700.5
78947.0,1.0,11.0,12.0,97.0,432.0,1393.0,60.0,153.3
130240.0,4.0,38.0,152.0,579.0,709.0,3036.0,585.0,593.5
19220.0,0.0,7.0,3.0,29.0,135.0,274.0,28.0,202.9
33812.0,3.0,6.0,14.0,66.0,223.0,704.0,36.0,263.2
70140.0,0.0,24.0,44.0,160.0,349.0,1111.0,61.0,325.1
784118.0,29.0,198.0,1565.0,4388.0,4942.0,19019.0,2936.0,788.1
29991.0,1.0,6.0,8.0,163.0,280.0,738.0,27.0,593.5
216208.0,6.0,34.0,146.0,377.0,936.0,3582.0,359.0,260.4
93582.0,3.0,12.0,32.0,261.0,488.0,1314.0,107.0,329.1
30380.0,4.0,10.0,36.0,154.0,349.0,744.0,46.0,671.5
29839.0,0.0,2.0,5.0,121.0,174.0,375.0,23.0,429.0
79503.0,3.0,36.0,156.0,538.0,1036.0,3341.0,248.0,922.0
46543.0,0.0,18.0,52.0,281.0,400.0,1871.0,96.0,754.1
23440.0,4.0,4.0,10.0,86.0,214.0,294.0,30.0,443.7
663207.0,51.0,393.0,2613.0,2314.0,12417.0,26833.0,4466.0,809.9
30681.0,3.0,13.0,22.0,152.0,200.0,547.0,48.0,619.3
70868.0,2.0,14.0,31.0,259.0,677.0,1185.0,170.0,431.8
74946.0,0.0,17.0,15.0,206.0,464.0,1620.0,66.0,317.6
769740.0,142.0,344.0,4078.0,4499.0,9319.0,30052.0,11644.0,1177.4
54901.0,4.0,14.0,22.0,157.0,706.0,1116.0,138.0,358.8
110294.0,3.0,6.0,62.0,172.0,641.0,1741.0,119.0,220.3
96782.0,5.0,15.0,61.0,239.0,557.0,1662.0,177.0,330.6
90031.0,4.0,14.0,27.0,62.0,381.0,1190.0,64.0,118.8
831374.0,35.0,319.0,1498.0,2564.0,3695.0,17763.0,2070.0,531.2
798175.0,227.0,553.0,9357.0,6592.0,16501.0,36520.0,4462.0,2095.9
28138.0,1.0,4.0,4.0,95.0,153.0,328.0,40.0,369.6
75155.0,1.0,15.0,8.0,340.0,441.0,1739.0,69.0,484.3
102047.0,2.0,23.0,155.0,566.0,977.0,2439.0,248.0,731.0
35792.0,0.0,10.0,4.0,92.0,246.0,544.0,39.0,296.2
70413.0,3.0,39.0,108.0,416.0,1080.0,2321.0,140.0,803.8
160989.0,2.0,48.0,113.0,357.0,1725.0,5121.0,799.0,323.0
36680.0,4.0,13.0,16.0,139.0,722.0,2186.0,88.0,468.9
75723.0,5.0,13.0,33.0,330.0,629.0,1435.0,167.0,503.1
31034.0,0.0,15.0,26.0,176.0,333.0,815.0,54.0,699.2
24671.0,2.0,7.0,9.0,113.0,230.0,435.0,33.0,531.0
128265.0,4.0,22.0,107.0,280.0,667.0,1960.0,258.0,322.0
58201.0,2.0,11.0,16.0,179.0,300.0,841.0,48.0,357.4
776836.0,107.0,305.0,3146.0,4310.0,8913.0,27506.0,9836.0,1012.8
860974.0,200.0,460.0,7764.0,5788.0,15443.0,32711.0,5903.0,1650.7
85901.0,3.0,41.0,166.0,806.0,932.0,2753.0,231.0,1182.8
464193.0,12.0,90.0,580.0,1416.0,3817.0,14055.0,1760.0,452.0
711951.0,122.0,302.0,3517.0,3468.0,9981.0,21493.0,10391.0,1040.7
98637.0,1.0,18.0,22.0,199.0,527.0,1347.0,68.0,243.3
26795.0,3.0,17.0,15.0,155.0,667.0,1423.0,90.0,709.1
30640.0,2.0,19.0,41.0,198.0,255.0,743.0,68.0,848.6
692134.0,34.0,262.0,1709.0,5000.0,7996.0,22892.0,5098.0,1012.1
511140.0,16.0,110.0,767.0,2403.0,2986.0,12391.0,1631.0,644.8
50455.0,3.0,10.0,20.0,90.0,565.0,877.0,85.0,243.8
229831.0,5.0,46.0,248.0,657.0,1082.0,3857.0,330.0,416.0
31500.0,5.0,5.0,49.0,101.0,265.0,871.0,56.0,507.9
31548.0,1.0,5.0,10.0,97.0,294.0,520.0,42.0,358.2
32294.0,0.0,6.0,5.0,51.0,153.0,487.0,27.0,192.0
23528.0,3.0,5.0,15.0,90.0,225.0,410.0,31.0,480.3
201237.0,5.0,50.0,148.0,691.0,802.0,3344.0,263.0,444.3
31953.0,2.0,21.0,19.0,141.0,645.0,1737.0,110.0,572.7
146846.0,6.0,22.0,100.0,320.0,1332.0,3173.0,226.0,305.1
651154.0,261.0,366.0,6634.0,8774.0,10751.0,32134.0,7871.0,2462.6
62450.0,5.0,15.0,10.0,210.0,377.0,1104.0,39.0,384.3
112764.0,2.0,9.0,78.0,223.0,1123.0,2321.0,154.0,276.7
26937.0,0.0,5.0,2.0,30.0,212.0,427.0,31.0,137.4
286963.0,5.0,26.0,222.0,313.0,1393.0,5023.0,389.0,197.2
18312.0,0.0,1.0,3.0,60.0,143.0,306.0,20.0,349.5
38253.0,1.0,9.0,15.0,48.0,194.0,459.0,11.0,190.8
846910.0,13.0,136.0,713.0,830.0,3873.0,19017.0,2667.0,199.8
638755.0,238.0,158.0,3726.0,5579.0,7856.0,17101.0,4632.0,1518.7
650588.0,305.0,374.0,7462.0,10536.0,12386.0,37524.0,7255.0,2870.8
140302.0,6.0,25.0,117.0,558.0,964.0,2618.0,198.0,503.2
18000.0,2.0,3.0,13.0,88.0,265.0,350.0,20.0,588.9
399108.0,20.0,133.0,369.0,979.0,5382.0,11299.0,1533.0,376.1
118443.0,5.0,34.0,80.0,460.0,1826.0,4196.0,385.0,488.8
41801.0,0.0,7.0,14.0,160.0,193.0,615.0,36.0,433.0
17171.0,0.0,7.0,4.0,31.0,105.0,295.0,18.0,244.6
767869.0,83.0,347.0,3263.0,3579.0,9203.0,27344.0,9287.0,947.0
763880.0,237.0,519.0,7418.0,6592.0,14359.0,33531.0,8468.0,1933.0
295972.0,5.0,33.0,178.0,364.0,1185.0,4921.0,313.0,196.0
59758.0,7.0,16.0,32.0,116.0,610.0,1393.0,100.0,286.2
32665.0,0.0,8.0,15.0,71.0,244.0,653.0,22.0,287.8
17127.0,1.0,10.0,3.0,44.0,168.0,292.0,18.0,338.6
331390.0,16.0,74.0,413.0,1514.0,5662.0,12736.0,1986.0,608.6
88574.0,1.0,15.0,43.0,357.0,614.0,1827.0,195.0,469.7
40299.0,1.0,13.0,4.0,212.0,328.0,549.0,66.0,570.7
771097.0,213.0,594.0,7794.0,6949.0,13988.0,31810.0,6027.0,2016.6
131923.0,6.0,21.0,68.0,344.0,670.0,2184.0,307.0,332.8
34314.0,0.0,8.0,19.0,44.0,155.0,691.0,28.0,206.9
111930.0,2.0,28.0,31.0,166.0,413.0,1591.0,71.0,202.8
60837.0,7.0,9.0,10.0,121.0,540.0,1085.0,54.0,241.6
33080.0,2.0,10.0,28.0,83.0,328.0,703.0,57.0,371.8
27845.0,4.0,16.0,38.0,178.0,790.0,1520.0,113.0,847.5
30885.0,3.0,10.0,15.0,109.0,261.0,799.0,92.0,443.6
43233.0,0.0,6.0,15.0,145.0,185.0,644.0,37.0,384.0
53509.0,4.0,11.0,14.0,71.0,613.0,1124.0,65.0,186.9
160504.0,2.0,42.0,39.0,321.0,526.0,1907.0,143.0,251.7
76343.0,2.0,18.0,30.0,306.0,499.0,1242.0,160.0,466.3
148210.0,0.0,25.0,115.0,306.0,692.0,2145.0,191.0,300.9
168903.0,3.0,19.0,47.0,237.0,689.0,1948.0,84.0,181.2
690668.0,31.0,200.0,1394.0,5289.0,9612.0,23011.0,3691.0,1001.1
624237.0,282.0,146.0,3926.0,5875.0,7431.0,17077.0,5821.0,1638.6
31048.0,1.0,6.0,29.0,104.0,237.0,735.0,39.0,450.9
113100.0,0.0,15.0,85.0,166.0,765.0,1728.0,155.0,235.2
18820.0,0.0,6.0,2.0,77.0,126.0,321.0,31.0,451.6
361749.0,13.0,84.0,301.0,728.0,4430.0,10633.0,1264.0,311.3
98064.0,4.0,7.0,102.0,377.0,884.0,1848.0,310.0,499.7
26703.0,1.0,8.0,26.0,164.0,753.0,1423.0,84.0,745.2
639872.0,23.0,196.0,1085.0,3945.0,10138.0,24572.0,3306.0,820.3
125217.0,3.0,23.0,83.0,509.0,915.0,2240.0,179.0,493.5
16877.0,0.0,2.0,4.0,39.0,109.0,375.0,17.0,266.6
139202.0,4.0,24.0,202.0,499.0,714.0,3117.0,435.0,523.7
748546.0,134.0,452.0,3786.0,3917.0,9882.0,26914.0,10210.0,1107.3
167742.0,1.0,37.0,29.0,181.0,213.0,1311.0,72.0,147.8
75891.0,2.0,13.0,18.0,302.0,386.0,1638.0,75.0,441.4
19664.0,0.0,6.0,22.0,50.0,131.0,170.0,3.0,396.7
37221.0,0.0,18.0,16.0,49.0,150.0,544.0,14.0,223.0
32243.0,1.0,13.0,17.0,159.0,218.0,810.0,52.0,589.3
144219.0,7.0,38.0,137.0,324.0,679.0,2338.0,240.0,350.9
154633.0,2.0,23.0,148.0,373.0,507.0,2387.0,157.0,353.1
29991.0,2.0,7.0,3.0,51.0,156.0,346.0,22.0,210.1
36063.0,0.0,7.0,29.0,76.0,174.0,755.0,37.0,310.6
36983.0,0.0,14.0,9.0,86.0,71.0,290.0,7.0,294.7
73834.0,4.0,28.0,63.0,154.0,547.0,1787.0,54.0,337.2
817761.0,23.0,147.0,1368.0,2643.0,4079.0,17978.0,1572.0,511.3
27035.0,1.0,13.0,6.0,39.0,150.0,325.0,40.0,218.2
126701.0,5.0,27.0,70.0,265.0,755.0,1948.0,180.0,289.7
36329.0,0.0,15.0,8.0,57.0,160.0,562.0,60.0,220.2
87492.0,4.0,12.0,12.0,294.0,374.0,1110.0,68.0,368.0
102475.0,5.0,25.0,148.0,321.0,542.0,2366.0,96.0,486.9
703563.0,24.0,278.0,2151.0,5221.0,8308.0,24893.0,5913.0,1090.7
313717.0,2.0,69.0,226.0,426.0,787.0,4321.0,208.0,230.5
18550.0,0.0,5.0,9.0,71.0,155.0,278.0,23.0,458.2
107514.0,0.0,25.0,35.0,272.0,640.0,1510.0,126.0,308.8
255406.0,7.0,38.0,218.0,210.0,1294.0,5469.0,619.0,185.2
19592.0,0.0,3.0,14.0,24.0,89.0,158.0,6.0,209.3
59799.0,3.0,14.0,23.0,149.0,542.0,1229.0,69.0,316.1
186946.0,6.0,45.0,116.0,436.0,1435.0,3666.0,349.0,322.6
75974.0,1.0,22.0,45.0,381.0,735.0,1321.0,121.0,591.0
76925.0,1.0,12.0,16.0,333.0,483.0,1749.0,97.0,470.6
639927.0,223.0,266.0,3361.0,5502.0,7646.0,16626.0,4421.0,1461.4
53726.0,2.0,18.0,27.0,185.0,836.0,1180.0,145.0,431.8
29772.0,0.0,12.0,10.0,195.0,205.0,512.0,44.0,728.9
25963.0,2.0,6.0,12.0,76.0,211.0,424.0,29.0,369.8
49082.0,0.0,23.0,63.0,346.0,360.0,1798.0,93.0,880.2
34871.0,4.0,12.0,6.0,119.0,372.0,712.0,42.0,404.3
662253.0,315.0,470.0,7718.0,7605.0,13279.0,36853.0,7375.0,2432.3
39694.0,2.0,29.0,45.0,267.0,366.0,1965.0,93.0,864.1
57261.0,4.0,11.0,43.0,95.0,543.0,1218.0,109.0,267.2
121601.0,1.0,21.0,110.0,269.0,1262.0,3749.0,332.0,329.8
834727.0,35.0,326.0,1536.0,3166.0,3128.0,18178.0,2029.0,606.5
150897.0,1.0,36.0,58.0,338.0,655.0,2275.0,142.0,287.0
99909.0,1.0,15.0,45.0,266.0,616.0,1605.0,128.0,327.3
24747.0,0.0,18.0,16.0,90.0,193.0,402.0,35.0,501.1
26226.0,2.0,8.0,14.0,47.0,126.0,371.0,17.0,270.7
48932.0,2.0,5.0,22.0,87.0,247.0,576.0,22.0,237.1
32500.0,1.0,10.0,9.0,94.0,212.0,479.0,29.0,350.8
27553.0,1.0,11.0,2.0,85.0,226.0,260.0,31.0,359.3
67202.0,4.0,12.0,35.0,233.0,704.0,2093.0,173.0,422.6
71622.0,5.0,16.0,65.0,159.0,388.0,1642.0,44.0,342.1
152673.0,2.0,39.0,86.0,667.0,868.0,3062.0,215.0,520.1
717879.0,31.0,288.0,2180.0,4761.0,7353.0,24678.0,6289.0,1011.3
77221.0,6.0,31.0,50.0,332.0,958.0,1447.0,86.0,542.6
787558.0,31.0,152.0,1730.0,3018.0,4448.0,19661.0,2940.0,626.1
76175.0,1.0,20.0,15.0,282.0,511.0,1580.0,60.0,417.5
26502.0,1.0,1.0,5.0,35.0,210.0,389.0,34.0,158.5
347538.0,16.0,118.0,396.0,656.0,5091.0,10783.0,1436.0,341.3
34904.0,2.0,6.0,5.0,129.0,306.0,584.0,42.0,406.8
145781.0,3.0,15.0,116.0,308.0,701.0,2234.0,246.0,303.2
27369.0,0.0,3.0,2.0,49.0,192.0,348.0,24.0,197.3
51304.0,0.0,12.0,24.0,88.0,215.0,1178.0,34.0,241.7
48773.0,0.0,7.0,21.0,81.0,196.0,540.0,18.0,223.5
172506.0,4.0,40.0,141.0,555.0,812.0,3222.0,267.0,429.0
97748.0,1.0,16.0,24.0,217.0,548.0,1561.0,92.0,263.9
25916.0,2.0,4.0,18.0,103.0,270.0,577.0,37.0,490.0
23836.0,0.0,7.0,9.0,54.0,221.0,364.0,24.0,293.7
90403.0,1.0,14.0,15.0,110.0,238.0,905.0,41.0,154.9
76043.0,1.0,22.0,29.0,268.0,426.0,1805.0,119.0,420.8
27637.0,5.0,8.0,16.0,113.0,215.0,635.0,33.0,513.8
30134.0,2.0,9.0,21.0,157.0,203.0,612.0,37.0,627.2
35600.0,2.0,18.0,33.0,254.0,624.0,2047.0,121.0,862.4
102783.0,3.0,15.0,69.0,235.0,479.0,1549.0,143.0,313.3
92622.0,1.0,15.0,13.0,111.0,99.0,574.0,53.0,151.2
75413.0,3.0,22.0,42.0,201.0,571.0,1904.0,67.0,355.4
19197.0,0.0,3.0,14.0,41.0,141.0,196.0,13.0,302.1
702944.0,101.0,420.0,2856.0,3532.0,10190.0,22538.0,10035.0,982.9
50047.0,0.0,21.0,42.0,338.0,321.0,1725.0,92.0,801.2
73530.0,2.0,19.0,47.0,242.0,675.0,2231.0,144.0,421.6
122120.0,6.0,20.0,76.0,443.0,898.0,2344.0,173.0,446.3
49347.0,2.0,25.0,59.0,337.0,427.0,1581.0,101.0,857.2
19116.0,0.0,5.0,5.0,17.0,37.0,108.0,2.0,141.2
150927.0,8.0,49.0,84.0,336.0,362.0,1277.0,133.0,316.0
19970.0,1.0,5.0,10.0,100.0,283.0,269.0,28.0,580.9
25481.0,2.0,17.0,16.0,80.0,145.0,332.0,15.0,451.3
39686.0,2.0,11.0,10.0,161.0,355.0,586.0,46.0,463.6
89458.0,4.0,34.0,211.0,674.0,1080.0,2846.0,205.0,1031.8
73125.0,9.0,42.0,109.0,550.0,896.0,2171.0,166.0,970.9
252641.0,3.0,57.0,103.0,370.0,364.0,2519.0,107.0,211.0
48884.0,2.0,20.0,42.0,284.0,424.0,1794.0,106.0,711.9
128265.0,1.0,23.0,88.0,318.0,698.0,2251.0,222.0,335.2
225262.0,5.0,45.0,237.0,554.0,1150.0,4477.0,438.0,373.3
724348.0,23.0,256.0,2482.0,4572.0,7266.0,25894.0,4185.0,1012.4
20388.0,0.0,3.0,9.0,53.0,165.0,209.0,16.0,318.8
87121.0,1.0,32.0,172.0,518.0,958.0,2407.0,144.0,829.9
727051.0,30.0,190.0,1708.0,4171.0,6194.0,20975.0,2953.0,838.9
757027.0,25.0,204.0,863.0,1106.0,4973.0,20295.0,3023.0,290.3
60281.0,10.0,12.0,39.0,102.0,777.0,1828.0,129.0,270.4
700068.0,33.0,225.0,1810.0,5240.0,8468.0,21519.0,4480.0,1043.9
48088.0,0.0,12.0,9.0,96.0,206.0,681.0,30.0,243.3
26593.0,3.0,9.0,9.0,54.0,147.0,338.0,9.0,282.0
90882.0,1.0,14.0,38.0,268.0,457.0,1289.0,127.0,353.2
739180.0,321.0,639.0,11303.0,8748.0,16026.0,43636.0,13603.0,2842.5
91587.0,2.0,12.0,14.0,79.0,151.0,743.0,57.0,116.8
48839.0,0.0,7.0,14.0,95.0,131.0,456.0,17.0,237.5
783542.0,240.0,660.0,8008.0,6369.0,14388.0,30796.0,6884.0,1949.7
31079.0,3.0,4.0,22.0,135.0,366.0,914.0,46.0,527.7
30549.0,6.0,6.0,15.0,142.0,347.0,842.0,53.0,553.2
81735.0,3.0,32.0,54.0,250.0,619.0,1838.0,104.0,414.8
243988.0,4.0,60.0,228.0,592.0,809.0,3482.0,251.0,362.3
27063.0,3.0,7.0,15.0,96.0,256.0,509.0,36.0,447.1
19795.0,0.0,7.0,10.0,61.0,77.0,196.0,21.0,394.0
671028.0,253.0,179.0,4764.0,8667.0,8814.0,27301.0,6572.0,2065.9
376525.0,19.0,83.0,420.0,844.0,4614.0,11667.0,1128.0,362.8
692703.0,24.0,194.0,1661.0,4714.0,8703.0,24059.0,4606.0,951.8
145349.0,2.0,35.0,171.0,505.0,707.0,2715.0,290.0,490.5
51606.0,0.0,12.0,24.0,94.0,186.0,1086.0,30.0,251.9
69972.0,0.0,16.0,12.0,220.0,340.0,973.0,69.0,354.4
17266.0,2.0,3.0,6.0,36.0,108.0,237.0,22.0,272.2
149938.0,6.0,18.0,121.0,243.0,785.0,2153.0,166.0,258.8
106148.0,1.0,23.0,61.0,186.0,712.0,1841.0,133.0,255.3
82605.0,5.0,9.0,19.0,89.0,347.0,1412.0,67.0,147.7
38020.0,0.0,7.0,16.0,78.0,161.0,617.0,21.0,265.6
75799.0,6.0,30.0,62.0,153.0,608.0,1866.0,43.0,331.1
32578.0,0.0,6.0,36.0,108.0,188.0,763.0,19.0,460.4
16970.0,0.0,2.0,2.0,42.0,137.0,400.0,16.0,271.1
29765.0,0.0,14.0,14.0,174.0,291.0,608.0,56.0,678.6
155503.0,5.0,31.0,50.0,305.0,527.0,1948.0,135.0,251.4
80410.0,3.0,35.0,49.0,271.0,581.0,1424.0,70.0,445.2
199021.0,6.0,34.0,123.0,418.0,1207.0,3678.0,403.0,291.9
247842.0,7.0,37.0,166.0,293.0,1271.0,5574.0,486.0,203.0
23895.0,5.0,13.0,12.0,55.0,228.0,441.0,15.0,355.7
52191.0,1.0,31.0,39.0,163.0,189.0,1085.0,28.0,448.4
24139.0,3.0,16.0,16.0,90.0,235.0,450.0,31.0,517.8
32693.0,0.0,13.0,23.0,87.0,263.0,618.0,66.0,376.2
153629.0,6.0,40.0,104.0,280.0,1590.0,5147.0,823.0,279.9
138238.0,1.0,30.0,63.0,268.0,654.0,2251.0,170.0,261.9
28900.0,3.0,5.0,41.0,252.0,314.0,734.0,20.0,1041.5
681068.0,32.0,207.0,1419.0,3995.0,8490.0,23534.0,3863.0,830.0
31533.0,1.0,9.0,26.0,146.0,252.0,678.0,30.0,577.2
914736.0,81.0,130.0,1252.0,1486.0,2715.0,13740.0,3154.0,322.4
322066.0,5.0,70.0,202.0,498.0,810.0,4342.0,357.0,240.6
87228.0,5.0,42.0,187.0,558.0,956.0,2454.0,198.0,908.0
28898.0,0.0,18.0,0.0,61.0,65.0,283.0,5.0,273.4
32432.0,4.0,8.0,35.0,85.0,200.0,829.0,58.0,407.0
211070.0,5.0,42.0,118.0,675.0,765.0,2969.0,240.0,398.0
48821.0,1.0,2.0,8.0,82.0,169.0,623.0,29.0,190.5
808499.0,21.0,222.0,1088.0,1190.0,4817.0,24307.0,3388.0,311.8
671586.0,28.0,176.0,1087.0,4900.0,8727.0,20884.0,2775.0,921.8
668705.0,34.0,150.0,1272.0,4627.0,8923.0,20994.0,2774.0,909.7
26409.0,1.0,7.0,25.0,68.0,268.0,420.0,12.0,382.4
81418.0,5.0,28.0,48.0,382.0,763.0,1657.0,126.0,568.7
64123.0,1.0,10.0,24.0,312.0,452.0,1029.0,51.0,541.1
79956.0,4.0,40.0,116.0,368.0,1041.0,2442.0,253.0,660.4
17842.0,1.0,7.0,3.0,42.0,126.0,328.0,31.0,297.1
826893.0,96.0,221.0,3324.0,2980.0,8219.0,22660.0,7266.0,800.7
87228.0,0.0,20.0,45.0,384.0,571.0,1771.0,186.0,514.7
103748.0,4.0,17.0,70.0,237.0,909.0,2073.0,138.0,316.2
55194.0,1.0,13.0,24.0,141.0,637.0,1046.0,144.0,324.3
27500.0,3.0,8.0,5.0,52.0,279.0,418.0,23.0,247.3
637556.0,276.0,139.0,4260.0,6196.0,7664.0,18846.0,6276.0,1705.1
60743.0,4.0,15.0,34.0,136.0,939.0,1759.0,139.0,311.1
137032.0,5.0,43.0,127.0,345.0,1502.0,4752.0,453.0,379.5
651337.0,26.0,190.0,1223.0,4456.0,11793.0,25663.0,3287.0,905.1
729268.0,112.0,493.0,4033.0,3879.0,9989.0,24037.0,10199.0,1167.9
42454.0,1.0,20.0,64.0,256.0,413.0,1989.0,112.0,803.2
47621.0,1.0,8.0,7.0,149.0,279.0,612.0,59.0,346.5
139251.0,3.0,36.0,117.0,340.0,1736.0,5178.0,676.0,356.2
19547.0,1.0,7.0,17.0,42.0,159.0,246.0,20.0,342.8
89083.0,2.0,13.0,35.0,136.0,515.0,1180.0,87.0,208.8
126632.0,1.0,33.0,61.0,121.0,744.0,2406.0,182.0,170.6
128820.0,6.0,31.0,119.0,366.0,709.0,2048.0,319.0,405.2
142320.0,4.0,33.0,198.0,611.0,756.0,3049.0,438.0,594.4
641097.0,269.0,162.0,3935.0,6943.0,7388.0,20132.0,6232.0,1764.0
826987.0,33.0,348.0,878.0,2566.0,3258.0,11608.0,1354.0,462.5
57726.0,4.0,14.0,17.0,178.0,286.0,774.0,52.0,369.0
29715.0,5.0,7.0,30.0,157.0,271.0,645.0,53.0,669.7
19372.0,4.0,2.0,6.0,47.0,189.0,307.0,25.0,304.6
27475.0,3.0,7.0,12.0,54.0,184.0,411.0,37.0,276.6
29929.0,4.0,3.0,27.0,215.0,301.0,757.0,25.0,832.0
25914.0,0.0,5.0,19.0,97.0,269.0,679.0,44.0,466.9
110842.0,0.0,22.0,58.0,183.0,513.0,1625.0,73.0,237.3
100148.0,5.0,30.0,148.0,371.0,764.0,2490.0,108.0,553.2
112779.0,1.0,36.0,57.0,155.0,446.0,1391.0,76.0,220.8
376172.0,23.0,85.0,488.0,820.0,5105.0,12638.0,1276.0,376.4
625474.0,216.0,317.0,3635.0,4657.0,7796.0,17849.0,3987.0,1410.9
309341.0,5.0,40.0,201.0,368.0,869.0,4629.0,231.0,198.5
143833.0,7.0,35.0,185.0,474.0,598.0,2862.0,272.0,487.4
28437.0,3.0,14.0,36.0,155.0,235.0,694.0,65.0,731.4
24948.0,2.0,4.0,23.0,48.0,246.0,528.0,28.0,308.6
1055918.0,18.0,370.0,460.0,912.0,1300.0,12397.0,1137.0,166.7
25115.0,0.0,10.0,12.0,102.0,123.0,387.0,29.0,493.7
101897.0,7.0,43.0,126.0,300.0,636.0,2587.0,96.0,467.1
91279.0,1.0,19.0,33.0,141.0,517.0,1401.0,114.0,212.5
323435.0,1.0,73.0,130.0,441.0,442.0,3855.0,255.0,199.4
83923.0,2.0,2.0,24.0,59.0,581.0,1384.0,73.0,103.7
88299.0,2.0,31.0,42.0,201.0,426.0,1331.0,75.0,312.6
35949.0,4.0,17.0,29.0,270.0,543.0,1828.0,90.0,890.1
517763.0,16.0,95.0,746.0,2063.0,3067.0,12763.0,1134.0,564.0
251523.0,5.0,34.0,199.0,277.0,1584.0,5757.0,588.0,204.8
140687.0,4.0,18.0,111.0,388.0,702.0,2306.0,261.0,370.3
103916.0,0.0,20.0,45.0,243.0,435.0,1506.0,115.0,296.4
107103.0,5.0,22.0,100.0,436.0,697.0,3015.0,405.0,525.7
49355.0,4.0,8.0,53.0,169.0,423.0,1905.0,80.0,474.1
39957.0,0.0,6.0,8.0,64.0,306.0,776.0,61.0,195.2
25664.0,0.0,1.0,5.0,26.0,164.0,274.0,44.0,124.7
33303.0,3.0,11.0,21.0,80.0,337.0,571.0,40.0,345.3
114614.0,4.0,17.0,52.0,225.0,1049.0,2396.0,133.0,260.0
31610.0,4.0,11.0,28.0,169.0,220.0,810.0,79.0,670.7
235598.0,3.0,31.0,127.0,432.0,699.0,3107.0,174.0,251.7
19717.0,1.0,6.0,5.0,51.0,311.0,285.0,18.0,319.5
712209.0,325.0,684.0,11397.0,9172.0,16705.0,46750.0,11210.0,3029.7
570275.0,28.0,96.0,638.0,360.0,5584.0,15999.0,1655.0,196.7
22600.0,3.0,6.0,7.0,32.0,164.0,250.0,19.0,212.4
127271.0,2.0,29.0,64.0,570.0,817.0,2227.0,199.0,522.5
129114.0,7.0,30.0,106.0,236.0,1448.0,4345.0,437.0,293.5
19783.0,0.0,8.0,16.0,66.0,117.0,281.0,20.0,454.9
72343.0,7.0,17.0,39.0,245.0,730.0,2062.0,198.0,425.7
50313.0,0.0,10.0,5.0,57.0,70.0,334.0,28.0,143.1
18702.0,1.0,6.0,7.0,61.0,116.0,248.0,17.0,401.0
149634.0,3.0,21.0,104.0,259.0,809.0,2038.0,214.0,258.6
22593.0,1.0,3.0,8.0,58.0,163.0,232.0,16.0,309.8
48251.0,3.0,5.0,21.0,120.0,207.0,700.0,43.0,308.8
30549.0,0.0,9.0,22.0,154.0,211.0,631.0,49.0,605.6
19926.0,0.0,2.0,11.0,67.0,141.0,201.0,12.0,401.5
166742.0,2.0,21.0,55.0,178.0,352.0,1584.0,65.0,153.5
16225.0,0.0,1.0,11.0,36.0,136.0,302.0,26.0,295.8
159441.0,8.0,39.0,126.0,367.0,408.0,2090.0,182.0,338.7
90650.0,8.0,45.0,266.0,612.0,1130.0,3026.0,258.0,1027.0
795132.0,34.0,199.0,937.0,1145.0,4625.0,23696.0,3370.0,291.1
102067.0,4.0,28.0,161.0,386.0,898.0,2368.0,175.0,567.3
30582.0,0.0,9.0,10.0,126.0,209.0,605.0,77.0,474.1
675231.0,58.0,341.0,2742.0,2305.0,10323.0,21022.0,4321.0,806.5
266623.0,1.0,40.0,224.0,344.0,1167.0,5091.0,598.0,228.4
279350.0,2.0,44.0,262.0,443.0,1209.0,5418.0,393.0,268.8
97657.0,3.0,10.0,22.0,222.0,729.0,1544.0,105.0,263.2
74271.0,5.0,17.0,51.0,230.0,593.0,1702.0,175.0,408.0
102814.0,6.0,18.0,129.0,566.0,860.0,3220.0,480.0,699.3
