Population,Murder,Rape,Robbery,Aggravated Assault,Breaking & Entering,Larceny Theft,Motor Vehicle Theft,"Violent Crime Rate per 100,000 People"
90757.0,2.0,6.0,31.0,84.0,266.0,1064.0,37.0,135.5
39293.0,4.0,23.0,41.0,202.0,457.0,1995.0,103.0,687.1
105782.0,5.0,15.0,85.0,139.0,1037.0,2056.0,95.0,230.7
133612.0,1.0,32.0,63.0,509.0,902.0,2305.0,196.0,452.8
85951.0,1.0,16.0,50.0,389.0,651.0,1686.0,194.0,530.5
261667.0,9.0,41.0,68.0,330.0,243.0,1870.0,110.0,171.2
316777.0,6.0,66.0,202.0,447.0,840.0,4391.0,306.0,227.6
51566.0,1.0,15.0,27.0,102.0,273.0,1562.0,28.0,281.2
33953.0,1.0,4.0,9.0,99.0,255.0,567.0,42.0,332.8
73230.0,0.0,23.0,29.0,319.0,647.0,1521.0,199.0,506.6
146556.0,3.0,23.0,102.0,344.0,1651.0,3284.0,303.0,322.1
215787.0,5.0,34.0,251.0,343.0,1280.0,6345.0,787.0,293.3
66102.0,3.0,18.0,57.0,235.0,990.0,2156.0,131.0,473.5
36662.0,1.0,5.0,23.0,57.0,229.0,728.0,19.0,234.6
16785.0,0.0,9.0,4.0,90.0,142.0,254.0,21.0,613.6
149090.0,3.0,27.0,147.0,273.0,834.0,2121.0,227.0,301.8
146422.0,8.0,27.0,129.0,309.0,1731.0,3235.0,353.0,323.0
20399.0,0.0,7.0,21.0,57.0,113.0,234.0,9.0,416.7
218590.0,4.0,31.0,167.0,419.0,921.0,3590.0,358.0,284.1
31747.0,1.0,6.0,8.0,103.0,216.0,506.0,42.0,371.7
561031.0,14.0,92.0,634.0,1523.0,2152.0,10620.0,702.0,403.4
24386.0,0.0,9.0,7.0,79.0,146.0,255.0,37.0,389.6
589400.0,16.0,132.0,665.0,716.0,5047.0,15391.0,1401.0,259.4
18884.0,0.0,8.0,4.0,83.0,208.0,246.0,20.0,503.1
721218.0,34.0,276.0,2427.0,4690.0,6972.0,26296.0,4751.0,1029.8
29306.0,1.0,3.0,4.0,42.0,187.0,449.0,20.0,170.6
72721.0,4.0,26.0,48.0,234.0,596.0,1921.0,49.0,429.0
29830.0,0.0,4.0,1.0,63.0,170.0,322.0,14.0,228.0
785567.0,36.0,151.0,1787.0,3407.0,4949.0,18607.0,3372.0,685.0
16864.0,0.0,4.0,4.0,58.0,127.0,322.0,22.0,391.4
692346.0,94.0,459.0,2574.0,3444.0,10065.0,22571.0,7921.0,949.1
66705.0,2.0,22.0,46.0,217.0,746.0,1809.0,106.0,430.3
150632.0,9.0,35.0,168.0,360.0,616.0,1774.0,230.0,379.7
188117.0,1.0,49.0,134.0,531.0,782.0,3012.0,252.0,380.1
1062595.0,20.0,421.0,582.0,840.0,1449.0,12029.0,784.0,175.3
86211.0,5.0,11.0,21.0,255.0,366.0,1449.0,68.0,338.7
781730.0,199.0,554.0,8103.0,5849.0,15969.0,33950.0,5909.0,1881.1
154882.0,5.0,53.0,77.0,542.0,1226.0,3120.0,403.0,437.1
23832.0,3.0,9.0,6.0,80.0,150.0,287.0,32.0,411.2
668499.0,61.0,410.0,3841.0,2185.0,14643.0,27127.0,4565.0,971.9
26236.0,1.0,2.0,17.0,66.0,163.0,387.0,19.0,327.8
205533.0,3.0,52.0,171.0,427.0,1182.0,3818.0,336.0,317.7
571436.0,21.0,92.0,651.0,367.0,5860.0,17060.0,2029.0,197.9
93504.0,4.0,12.0,66.0,203.0,702.0,1819.0,150.0,304.8
77983.0,3.0,27.0,52.0,316.0,664.0,1432.0,83.0,510.4
136805.0,2.0,37.0,78.0,349.0,1498.0,3576.0,242.0,340.6
25674.0,1.0,9.0,21.0,104.0,192.0,455.0,26.0,525.8
78049.0,2.0,42.0,196.0,588.0,1090.0,3156.0,231.0,1060.9
63271.0,2.0,11.0,19.0,187.0,345.0,989.0,52.0,346.1
118809.0,2.0,30.0,124.0,544.0,642.0,2781.0,272.0,589.2
30076.0,2.0,12.0,10.0,108.0,181.0,402.0,35.0,438.9
25822.0,1.0,10.0,13.0,83.0,107.0,277.0,17.0,414.4
134236.0,5.0,32.0,159.0,540.0,778.0,2903.0,524.0,548.3
849387.0,164.0,305.0,5172.0,3856.0,7445.0,28457.0,17242.0,1118.1
149781.0,8.0,44.0,136.0,399.0,590.0,2019.0,171.0,391.9
89373.0,2.0,7.0,22.0,336.0,433.0,1333.0,108.0,410.6
79721.0,1.0,7.0,18.0,84.0,502.0,1611.0,99.0,138.0
841216.0,141.0,267.0,3831.0,3276.0,7188.0,25384.0,11646.0,893.3
326167.0,8.0,57.0,167.0,285.0,428.0,3624.0,264.0,158.5
97068.0,8.0,8.0,40.0,196.0,846.0,2306.0,117.0,259.6
32571.0,6.0,11.0,29.0,93.0,228.0,778.0,61.0,426.8
165546.0,10.0,28.0,167.0,364.0,1691.0,5117.0,930.0,343.7
675500.0,54.0,297.0,2204.0,1915.0,11939.0,26629.0,3521.0,661.7
37473.0,0.0,10.0,25.0,52.0,148.0,524.0,14.0,232.2
29487.0,0.0,8.0,4.0,46.0,142.0,312.0,9.0,196.7
127509.0,5.0,28.0,66.0,398.0,635.0,2172.0,200.0,389.8
987166.0,16.0,123.0,975.0,683.0,3486.0,15830.0,1530.0,182.0
51718.0,2.0,14.0,28.0,173.0,356.0,1705.0,55.0,419.6
19915.0,0.0,1.0,6.0,39.0,125.0,210.0,5.0,231.0
797429.0,228.0,566.0,10737.0,6258.0,18604.0,37378.0,5331.0,2230.8
36701.0,1.0,9.0,14.0,67.0,236.0,611.0,43.0,247.9
999353.0,14.0,106.0,878.0,876.0,2685.0,13636.0,1073.0,187.5
204646.0,6.0,51.0,134.0,363.0,1317.0,3946.0,399.0,270.7
152067.0,3.0,24.0,147.0,414.0,704.0,2631.0,192.0,386.7
249745.0,5.0,47.0,123.0,517.0,428.0,2412.0,104.0,277.1
340345.0,10.0,77.0,330.0,619.0,4653.0,11535.0,1520.0,304.4
71977.0,0.0,20.0,35.0,207.0,536.0,1631.0,92.0,364.0
26693.0,0.0,9.0,10.0,61.0,189.0,609.0,34.0,299.7
912326.0,61.0,262.0,1163.0,1315.0,2364.0,13012.0,2910.0,307.0
19147.0,3.0,9.0,9.0,89.0,211.0,302.0,25.0,574.5
52215.0,3.0,12.0,14.0,125.0,386.0,702.0,68.0,294.9
613217.0,342.0,385.0,5926.0,5874.0,8056.0,17365.0,5184.0,2042.8
77216.0,0.0,26.0,22.0,187.0,487.0,1557.0,89.0,304.3
71616.0,4.0,14.0,58.0,168.0,469.0,1724.0,46.0,340.7
64974.0,13.0,15.0,64.0,156.0,1082.0,2356.0,156.0,381.7
20037.0,1.0,1.0,19.0,45.0,199.0,237.0,25.0,329.4
215568.0,1.0,39.0,177.0,656.0,657.0,2861.0,221.0,405.0
871606.0,95.0,183.0,2545.0,2346.0,6985.0,20013.0,5943.0,593.0
82603.0,3.0,29.0,54.0,270.0,643.0,1794.0,195.0,431.0
113393.0,5.0,19.0,29.0,262.0,556.0,1705.0,141.0,277.8
30647.0,5.0,9.0,18.0,113.0,311.0,807.0,42.0,473.1
116001.0,4.0,35.0,136.0,454.0,761.0,3486.0,377.0,542.2
250575.0,7.0,43.0,165.0,383.0,633.0,2408.0,108.0,238.7
16647.0,2.0,4.0,1.0,19.0,140.0,259.0,21.0,156.2
27320.0,1.0,8.0,1.0,117.0,192.0,304.0,53.0,464.9
445772.0,22.0,141.0,647.0,1394.0,4029.0,13273.0,1854.0,494.4
76375.0,2.0,20.0,16.0,153.0,514.0,1505.0,70.0,250.1
225374.0,7.0,35.0,134.0,631.0,637.0,2964.0,247.0,358.1
83937.0,2.0,21.0,54.0,306.0,727.0,1964.0,245.0,456.3
30223.0,1.0,0.0,8.0,73.0,279.0,388.0,29.0,271.3
825978.0,141.0,274.0,4056.0,4007.0,8561.0,28114.0,16991.0,1026.4
90358.0,3.0,1.0,19.0,256.0,312.0,1200.0,105.0,308.8
27027.0,0.0,3.0,13.0,88.0,205.0,417.0,32.0,384.8
54182.0,4.0,17.0,25.0,119.0,646.0,1233.0,71.0,304.5
71347.0,3.0,20.0,32.0,357.0,727.0,1458.0,216.0,577.5
927079.0,18.0,149.0,856.0,1037.0,3893.0,16083.0,2730.0,222.2
132818.0,2.0,27.0,50.0,178.0,681.0,2238.0,169.0,193.5
60692.0,4.0,19.0,42.0,145.0,1037.0,1982.0,127.0,346.0
32143.0,4.0,12.0,30.0,108.0,214.0,695.0,41.0,479.1
47016.0,1.0,15.0,13.0,132.0,210.0,685.0,56.0,342.4
32662.0,2.0,5.0,11.0,87.0,200.0,559.0,24.0,321.5
138016.0,5.0,17.0,88.0,426.0,699.0,2138.0,270.0,388.4
52730.0,1.0,14.0,13.0,142.0,297.0,750.0,47.0,322.4
726462.0,20.0,226.0,1878.0,4005.0,6993.0,23596.0,3367.0,843.7
1029182.0,18.0,125.0,661.0,934.0,2442.0,13542.0,753.0,168.9
142039.0,10.0,26.0,187.0,571.0,753.0,3171.0,387.0,559.0
675886.0,17.0,173.0,738.0,928.0,5338.0,18950.0,2640.0,274.6
167646.0,10.0,30.0,120.0,565.0,1419.0,3373.0,358.0,432.5
66574.0,4.0,16.0,44.0,187.0,800.0,1634.0,110.0,377.0
72609.0,2.0,37.0,129.0,446.0,1079.0,2498.0,174.0,845.6
62998.0,1.0,12.0,9.0,192.0,342.0,971.0,70.0,339.7
72312.0,1.0,25.0,38.0,259.0,606.0,1622.0,49.0,446.7
898019.0,56.0,206.0,1846.0,2020.0,4767.0,17498.0,4278.0,459.7
24810.0,1.0,4.0,1.0,24.0,189.0,234.0,23.0,120.9
48779.0,1.0,28.0,55.0,206.0,409.0,1788.0,80.0,594.5
581937.0,26.0,148.0,357.0,1286.0,1053.0,6937.0,626.0,312.2
86374.0,5.0,25.0,47.0,203.0,504.0,1575.0,79.0,324.2
160945.0,9.0,35.0,115.0,533.0,1283.0,3265.0,380.0,430.0
911524.0,78.0,278.0,1704.0,2079.0,3667.0,15149.0,3431.0,454.1
24223.0,1.0,13.0,16.0,80.0,222.0,311.0,34.0,454.1
76500.0,4.0,19.0,16.0,124.0,448.0,1439.0,81.0,213.1
167966.0,2.0,19.0,42.0,304.0,536.0,1641.0,49.0,218.5
103425.0,3.0,41.0,114.0,340.0,1072.0,3087.0,462.0,481.5
107983.0,3.0,22.0,129.0,451.0,831.0,3006.0,435.0,560.3
777463.0,31.0,210.0,1611.0,4356.0,5425.0,19401.0,3341.0,798.5
19610.0,3.0,10.0,4.0,79.0,311.0,287.0,29.0,489.5
74394.0,1.0,16.0,18.0,372.0,387.0,1487.0,71.0,547.1
16200.0,0.0,1.0,4.0,17.0,120.0,221.0,26.0,135.8
20016.0,1.0,4.0,2.0,46.0,178.0,296.0,33.0,264.8
152381.0,2.0,47.0,73.0,425.0,1314.0,2627.0,294.0,359.0
37973.0,2.0,13.0,31.0,193.0,459.0,2029.0,121.0,629.4
19642.0,1.0,4.0,8.0,16.0,63.0,117.0,6.0,147.6
38392.0,0.0,13.0,18.0,58.0,242.0,610.0,18.0,231.8
34308.0,3.0,11.0,9.0,129.0,382.0,660.0,37.0,443.0
113834.0,5.0,12.0,64.0,195.0,666.0,1738.0,119.0,242.5
605398.0,14.0,146.0,636.0,845.0,5112.0,15899.0,1601.0,271.1
25939.0,2.0,5.0,9.0,25.0,198.0,338.0,21.0,158.1
43096.0,2.0,13.0,44.0,217.0,420.0,1844.0,120.0,640.4
141882.0,5.0,33.0,117.0,587.0,789.0,2745.0,248.0,523.0
25793.0,2.0,7.0,18.0,109.0,217.0,459.0,39.0,527.3
693240.0,52.0,429.0,2441.0,3329.0,10028.0,21782.0,7324.0,901.7
29215.0,0.0,12.0,15.0,142.0,252.0,565.0,39.0,578.5
74833.0,2.0,15.0,13.0,299.0,450.0,1681.0,81.0,439.6
31742.0,3.0,7.0,35.0,162.0,131.0,579.0,65.0,652.1
79066.0,2.0,14.0,18.0,131.0,517.0,1182.0,88.0,208.7
36717.0,2.0,7.0,18.0,54.0,175.0,680.0,22.0,220.6
103829.0,7.0,24.0,119.0,490.0,724.0,3304.0,408.0,616.4
39408.0,2.0,11.0,12.0,82.0,255.0,660.0,81.0,271.5
78048.0,2.0,13.0,37.0,321.0,587.0,1444.0,140.0,477.9
826094.0,122.0,250.0,3765.0,3263.0,8209.0,25916.0,9743.0,895.8
622671.0,233.0,298.0,3755.0,4471.0,7440.0,19329.0,4462.0,1406.4
25635.0,1.0,9.0,15.0,80.0,99.0,218.0,10.0,409.6
566105.0,25.0,154.0,558.0,1575.0,1979.0,10025.0,622.0,408.4
61713.0,1.0,13.0,23.0,236.0,535.0,1277.0,146.0,442.4
115420.0,4.0,15.0,76.0,345.0,1285.0,2790.0,181.0,381.2
634279.0,276.0,182.0,4085.0,7199.0,8022.0,21819.0,6731.0,1851.2
92169.0,5.0,42.0,230.0,533.0,1070.0,2746.0,191.0,878.8
52011.0,1.0,16.0,31.0,138.0,432.0,1751.0,33.0,357.6
25722.0,0.0,6.0,21.0,95.0,202.0,506.0,29.0,474.3
